Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2024 Actuals,FY 2025 Enacted,FY 2025 Supplemental,FY 2025 Total,FY 2026 Disc Request,FY 2026 Reconciliation Request,FY 2026 Total
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,214,0305248J,Joint Staff Office of the Chief Data Officer (OCDO) Activities,Y,,"12,700",,"12,700","14,500",,"14,500"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,215,0804768J,COCOM Exercise Engagement and Training Transformation (CE2T2) - non-MHA,Y,"53,097","131,021",,"131,021","91,952",,"91,952"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,216,0808709SE,Defense Equal Opportunity Management Institute (DEOMI),Y,740,315,,315,388,,388
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,217,0808737SE,Integrated Primary Prevention,Y,,"5,096",,"5,096","5,744",,"5,744"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,06,Management support,218,0901598C,Management HQ - MDA,Y,"28,363","29,033",,"29,033","28,719",,"28,719"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,219,0903235K,Joint Service Provider (JSP),Y,"4,988","2,244",,"2,244","1,283",,"1,283"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",,06,Management support,999,9999999999,Classified Programs,Y,"36,315","37,738",,"37,738","31,148","8,700","39,848"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,220,0604011D8Z,Next Generation Information Communications Technology (5G),Y,,"17,539",,"17,539","22,439",,"22,439"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,221,0604011K,Next Generation Information Communications Technology (5G),Y,,"1,500",,"1,500",,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,222,0604130V,Enterprise Security System (ESS),Y,"29,750",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,223,0607162D8Z,Chemical and Biological Weapons Elimination Technology Improvement,Y,,"11,754",,"11,754","2,360",,"2,360"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,224,0607210D8Z,Industrial Base Analysis and Sustainment Support,Y,"897,631","1,013,920",,"1,013,920","273,379","2,054,991","2,328,370"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,225,0607310D8Z,Counterproliferation Modernization,Y,"12,364","11,309",,"11,309","12,704",,"12,704"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DSCA,07,Operational system development,226,0607327T,Global Theater Security Cooperation Management Information Systems (G-TSCMIS),Y,"8,193","8,654",,"8,654","6,173",,"6,173"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,07,Operational system development,227,0607384BP,Chemical and Biological Defense (Operational Systems Development),Y,"65,922","74,463",,"74,463","79,118",,"79,118"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,228,0607757D8Z,Radiological and Nuclear Defense Modernization Operational System Development,Y,,"1,668",,"1,668","2,945",,"2,945"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,229,0208085JCY,Robust Infrastructure and Access,Y,,"127,372",,"127,372","88,522","53,000","141,522"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,230,0208097JCY,Cyber Command and Control (Cyber C2),Y,"95,733","96,932",,"96,932","85,833",,"85,833"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,231,0208099JCY,Data and Unified Platform (D&UP),Y,"118,558","106,053",,"106,053","83,039",,"83,039"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,235,0302019K,Defense Info Infrastructure Engineering and Integration,Y,"18,807","12,843",,"12,843","16,162",,"16,162"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,236,0302609V,Countering Threats Automated Platform,Y,,"6,057",,"6,057","5,030",,"5,030"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,237,0303126K,Long-Haul Communications - DCS,Y,"36,222","51,214",,"51,214","40,293",,"40,293"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,238,0303131K,Minimum Essential Emergency Communications Network (MEECN),Y,"5,037","4,985",,"4,985","5,113",,"5,113"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,240,0303140D8Z,Information Systems Security Program,Y,"137,157","36,127",,"36,127","25,347",,"25,347"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,242,0303140K,Information Systems Security Program,Y,"8,034","31,414",,"31,414","23,224",,"23,224"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,243,0303153K,Defense Spectrum Organization,Y,"24,878","24,991",,"24,991","20,174",,"20,174"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,244,0303171K,Joint Planning and Execution Services,Y,"6,605","3,304",,"3,304","6,242",,"6,242"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,245,0303228K,Joint Regional Security Stacks (JRSS),Y,"3,079","2,371",,"2,371",,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,246,0303430V,Federal Investigative Services Information Technology,Y,,,,,"22,700",,"22,700"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,247,0303867D8Z,AMBIT - Post-Auctioned SRF,Y,"43,298",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,248,0303867K,AMBIT - Post-Auctioned SRF,Y,"6,093",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,252,0305104D8Z,Defense Industrial Base (DIB) Cyber Security Initiative,Y,"20,922","15,524",,"15,524","10,840",,"10,840"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,254,0305133V,Industrial Security Activities,Y,"2,056",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,257,0305146V,Defense Joint Counterintelligence Activities,Y,"2,295","1,800",,"1,800","1,800",,"1,800"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,258,0305172D8Z,Combined Advanced Applications,Y,"47,545","42,355",,"42,355","22,548",,"22,548"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,260,0305186D8Z,Policy R&D Programs,Y,"6,075","6,220",,"6,220","6,043",,"6,043"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,262,0305199D8Z,Net Centricity,Y,"21,797","15,465",,"15,465","17,114","20,000","37,114"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,264,0305208BB,Distributed Common Ground/Surface Systems,Y,"6,214","5,854",,"5,854","5,656",,"5,656"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,269,0305327V,Insider Threat,Y,"12,498",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,270,0305387D8Z,Homeland Defense Technology Transfer Program,Y,"7,202","1,867",,"1,867","1,771",,"1,771"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,279,0306250JCY,Cyber Operations Technology Support,Y,"412,718","505,434",,"505,434","473,399","429,621","903,020"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,280,0307609V,National Industrial Security Systems (NISS),Y,,"38,761",,"38,761","34,710",,"34,710"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,282,0505167D8Z,Radiological and Nuclear Defense Modernization,Y,"1,715",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,283,0708012K,Logistics Support Activities,Y,"1,420","1,406",,"1,406","2,876",,"2,876"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,07,Operational system development,284,0708012S,Pacific Disaster Centers,Y,"3,762","6,361",,"6,361","2,000",,"2,000"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,07,Operational system development,285,0708047S,Defense Property Accountability System,Y,"3,130","3,004",,"3,004","3,020",,"3,020"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DEFW,07,Operational system development,286,0904903D,Defense-Wide Resources,Y,500,,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,287,1105219BB,MQ-9 UAV,Y,"90,831","34,851",,"34,851",,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,288,1160279BB,Small Business Innovative Research/Small Bus Tech Transfer Pilot Prog,Y,"39,893",,,,,,
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,289,1160403BB,Aviation Systems,Y,"197,516","241,444",,"241,444","119,699","105,546","225,245"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,290,1160405BB,Intelligence Systems Development,Y,"116,266","82,648",,"82,648","102,732","1,500","104,232"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,291,1160408BB,Operational Enhancements,Y,"225,746","255,507",,"255,507","234,653","34,750","269,403"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,292,1160431BB,Warrior Systems,Y,"335,379","280,632",,"280,632","279,639","50,425","330,064"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,293,1160432BB,Special Programs,Y,510,539,,539,550,"10,000","10,550"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,294,1160434BB,Unmanned ISR,Y,"6,727","31,578",,"31,578","2,281",,"2,281"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,295,1160480BB,SOF Tactical Vehicles,Y,"8,994","7,025",,"7,025","9,213",,"9,213"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,296,1160483BB,Maritime Systems,Y,"158,929","200,770",,"200,770","120,475","180,813","301,288"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,07,Operational system development,297,1160490BB,Operational Enhancements Intelligence,Y,"18,249","27,233",,"27,233","21,752",,"21,752"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,298,1203610K,Teleport Program,Y,,,,,"24,319",,"24,319"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",,07,Operational system development,999,9999999999,Classified Programs,Y,"8,917,634","8,647,359",,"8,647,359","8,276,313","206,071","8,482,384"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,299,0608140D8Z,Enterprise Platforms and Capabilities - Software Pilot Program,Y,,,,,"402,783",,"402,783"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,300,0608648D8Z,Acquisition Visibility - Software Pilot Program,Y,"20,572","17,907",,"17,907","17,549",,"17,549"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,08,Software and digital technology pilot programs,301,0608776D8Z,Defense Innovation Unit Fielding,Y,"572,131",,,,"48,413","233,000","281,413"
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,08,Software and digital technology pilot programs,302,0303150K,Global Command and Control System,Y,"30,777","31,619",,"31,619","44,474",,"44,474"
0107D,Office of the Inspector General,IG,02,"Research, Development, Test, and Evaluation",1,0901517X,"Inspector General, DoD, Audit, Intelligence and Non-Criminal Investigative Activities",N,"3,400","1,900",,"1,900","4,625",,"4,625"
0460D,"Operational Test and Evaluation, Defense",OTE,06,Management Support,1,0605118OTE,Operational Test and Evaluation,Y,"135,847","136,226",,"136,226","133,542",,"133,542"
0460D,"Operational Test and Evaluation, Defense",OTE,06,Management Support,2,0605131OTE,Live Fire Test and Evaluation,Y,"105,593","109,561",,"109,561","108,109","98,000","206,109"
0460D,"Operational Test and Evaluation, Defense",OTE,06,Management Support,3,0605814OTE,Operational Test Activities and Analyses,Y,"95,277","102,922",,"102,922","76,492",,"76,492"
0130D,Defense Health Program,DHA,02,"Research, Development, Test, and Evaluation",1,0601117DHA,Basic Operational Medical Research Science,N,"49,158","41,476",,"41,476","41,660",,"41,660"
0130D,Defense Health Program,DHA,02,"Research, Development, Test, and Evaluation",2,0602115DHA,Applied Biomedical Technology,N,"261,297","187,036",,"187,036","181,841",,"181,841"
0130D,Defense Health Program,DHA,02,"Research, Development, Test, and Evaluation",3,0602787DHA,Medical Technology,N,"1,474","1,528",,"1,528","1,557",,"1,557"
0130D,Defense Health Program,DHA,02,"Research, Development, Test, and Evaluation",4,0603002DHA,Medical Advanced Technology,N,365,380,,380,388,,388
0130D,Defense Health Program,DHA,02,"Research, Development, Test, and Evaluation",5,0603115DHA,Medical Development,N,"2,067,717","1,031,445",,"1,031,445","332,684",,"332,684"
