Award ID,Award Date,Recipient Name,Awarded$,Award Description,Solicitation ID,Solicitation Procedures,Competition Type,Offers Received,Contract Pricing Type,Set Aside Type,Funding Office Name,FSC,NAICS,Funding Agency,Funding Sub-Agency,Award Type,PoP Start Date,PoP End Date,Last Modified Date,generated_internal_id,effective_award_date,funding_office_code
SPE4A723P1675,11/4/2022,DELA TECHNOLOGY CORPORATION,0,"8509501552!SEAL,AIR,AIRCRAFT G",SPE4A723T1613,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,10,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",326291 RUBBER PRODUCT MANUFACTURING FOR MECHANICAL USE,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/4/2022,5/3/2023,12/13/2022,CONT_AWD_SPE4A723P1675_9700_-NONE-_-NONE-,11/4/2022,SPE4A7
SPE4A723P1767,11/9/2022,"AEROMETALS, INC.",31093,"8509506907!DUCT, EXHAUST, AIRCRAFT",SPE4A722T9108,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/9/2022,1/3/2024,2/26/2024,CONT_AWD_SPE4A723P1767_9700_-NONE-_-NONE-,11/9/2022,SPE4A7
SPE4A723P1774,11/4/2022,"THERMAL STRUCTURES, INC",12906.12,"8509507109!INSULATION BLANKET,",SPE4A722T504X,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",333611 TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/4/2022,12/16/2022,1/11/2023,CONT_AWD_SPE4A723P1774_9700_-NONE-_-NONE-,11/4/2022,SPE4A7
SPE4A723P2097,11/23/2022,"LEE AIR COMPANY, INC.",950,"8509523287!PLATE, LOCKING, POWER",SPE4A723T2045,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,6,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/23/2022,1/9/2023,1/1/2023,CONT_AWD_SPE4A723P2097_9700_-NONE-_-NONE-,11/23/2022,SPE4A7
SPE4A723P2235,11/28/2022,"TRANSAERO, INC.",102027.15,"8509529867!SUPPORT, AUGMENTOR C.",SPE4A722T571P,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/28/2022,1/26/2024,1/26/2024,CONT_AWD_SPE4A723P2235_9700_-NONE-_-NONE-,11/28/2022,SPE4A7
SPE4A723P2236,11/23/2022,WARFIGHTER FOCUSED LOGISTICS INC.,0,"8509529856!PARTS KIT,FUEL SYST",SPE4A722T416G,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",333611 TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/23/2022,2/27/2023,11/10/2024,CONT_AWD_SPE4A723P2236_9700_-NONE-_-NONE-,11/23/2022,SPE4A7
SPE4A723P2314,11/30/2022,MENTIS SCIENCES INC,43052,"8509532538!SEAL,LABYRINTH",SPE4A722Q1392,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,11/30/2022,3/30/2026,3/28/2025,CONT_AWD_SPE4A723P2314_9700_-NONE-_-NONE-,11/30/2022,SPE4A7
SPE4A723P2534,12/9/2022,DYNA-EMPIRE INC,0,8509547739!BRACKET ASSEMBLY,SPE4A722T180V,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/9/2022,1/23/2023,5/3/2024,CONT_AWD_SPE4A723P2534_9700_-NONE-_-NONE-,12/9/2022,SPE4A7
SPE4A723P2575,12/13/2022,WARFIGHTER FOCUSED LOGISTICS INC.,229325,"8509549821!HOUSING, ANTIFRICTIO",SPE4A723T2720,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/13/2022,8/19/2024,1/3/2024,CONT_AWD_SPE4A723P2575_9700_-NONE-_-NONE-,12/13/2022,SPE4A7
SPE4A723P2847,12/5/2022,"ALLCLEAR AEROSPACE & DEFENSE, INC.",32500,8509561928!DUCT ASSY,SPE4A723T0024,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/5/2022,1/19/2023,1/22/2023,CONT_AWD_SPE4A723P2847_9700_-NONE-_-NONE-,12/5/2022,SPE4A7
SPE4A723P2946,12/8/2022,"IBP CONSULTING, INC.",92400,"8509567081!CONE,EXHAUST AIRCRA",SPE4A723T1601,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/8/2022,1/23/2023,3/7/2023,CONT_AWD_SPE4A723P2946_9700_-NONE-_-NONE-,12/8/2022,SPE4A7
SPE4A723P3114,12/9/2022,"DIXIE AIR PARTS SUPPLY, INC.",924,"8509572392!PLATE,RETAINING,SEA",SPE4A722T542D,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/9/2022,1/9/2023,1/19/2023,CONT_AWD_SPE4A723P3114_9700_-NONE-_-NONE-,12/9/2022,SPE4A7
SPE4A723P3230,1/6/2023,TRANSUPPORT INC,18900,8509576468!DEFLECTOR ASSEMBLY,SPE4A723T1606,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,1/6/2023,1/17/2023,2/12/2023,CONT_AWD_SPE4A723P3230_9700_-NONE-_-NONE-,1/6/2023,SPE4A7
SPE4A723P3428,12/13/2022,"PACIFIC SKY SUPPLY, INC.",7000,"8509582461!NOZZLE,LUBRICATING,",SPE4A722T9449,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,7,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/13/2022,3/13/2023,4/2/2023,CONT_AWD_SPE4A723P3428_9700_-NONE-_-NONE-,12/13/2022,SPE4A7
SPE4A723P3513,12/14/2022,"BROWN HELICOPTER, INC.",1089.5,"8509586544!BOWL,GLASS",SPE4A722T525G,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/14/2022,1/13/2023,2/4/2023,CONT_AWD_SPE4A723P3513_9700_-NONE-_-NONE-,12/14/2022,SPE4A7
SPE4A723P3667,1/13/2023,AERO SPECIALTIES MANUFACTURING CORP.,16711,"8509593701!PLUG,TURBINE CASE,A",SPE4A723T3532,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,1/13/2023,5/15/2023,7/22/2023,CONT_AWD_SPE4A723P3667_9700_-NONE-_-NONE-,1/13/2023,SPE4A7
SPE4A723P3885,12/21/2022,"B & F MACHINE CO., INC.",160049,8509601611!CLEVIS ASSY,SPE4A723Q0055,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/21/2022,4/3/2026,2/27/2025,CONT_AWD_SPE4A723P3885_9700_-NONE-_-NONE-,12/21/2022,SPE4A7
SPE4A723P4010,12/23/2022,"IBP CONSULTING, INC.",550,"8509607022!BRACKET,ANGLE,ENGIN",SPE4A723T5734,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/23/2022,1/9/2023,2/11/2023,CONT_AWD_SPE4A723P4010_9700_-NONE-_-NONE-,12/23/2022,SPE4A7
SPE4A723P4266,12/30/2022,FABRICATION SPECIALTY INC,895.36,"8509616453!LOCK RING,TURBINE N",SPE4A723T5536,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,12/30/2022,6/19/2023,5/26/2023,CONT_AWD_SPE4A723P4266_9700_-NONE-_-NONE-,12/30/2022,SPE4A7
SPE4A723P4268,1/1/2023,WARFIGHTER FOCUSED LOGISTICS INC.,0,"8509616534!ADAPTER, FUEL CONTRO",SPE4A723T5466,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,1/1/2023,8/29/2023,8/8/2023,CONT_AWD_SPE4A723P4268_9700_-NONE-_-NONE-,1/1/2023,SPE4A7
SPE4A723P4719,1/13/2023,BARNES GROUP INC.,211514,"8509633675!SHROUD,HPT,STATOR",SPE4A723Q0014,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,1/13/2023,1/21/2025,11/22/2024,CONT_AWD_SPE4A723P4719_9700_-NONE-_-NONE-,1/13/2023,SPE4A7
SPE4A723P5092,1/19/2023,"BERKSHIRE MANUFACTURED PRODUCTS, INC.",3258,"8509649009!STOP,SHROUD,TURBINE",SPE4A722T279U,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,1/19/2023,1/22/2024,1/22/2024,CONT_AWD_SPE4A723P5092_9700_-NONE-_-NONE-,1/19/2023,SPE4A7
SPE4A723P5812,2/2/2023,"BROWN HELICOPTER, INC.",1469.72,"8509676138!LOCK,ACCESSORY AND",SPE4A723T3453,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,6,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/2/2023,3/6/2023,3/26/2023,CONT_AWD_SPE4A723P5812_9700_-NONE-_-NONE-,2/2/2023,SPE4A7
SPE4A723P5848,2/3/2023,PHT AEROSPACE LLC,46452.9,"8509677965!SUPPORT,LEFT IGNITI",SPE4A722T274T,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/3/2023,4/3/2024,4/10/2023,CONT_AWD_SPE4A723P5848_9700_-NONE-_-NONE-,2/3/2023,SPE4A7
SPE4A723P6021,2/7/2023,"BROWN HELICOPTER, INC.",1302.45,"8509686109!HOUSING,ANTIFRICTIO",SPE4A723T8007,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",333611 TURBINE AND TURBINE GENERATOR SET UNITS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/7/2023,3/9/2023,3/16/2023,CONT_AWD_SPE4A723P6021_9700_-NONE-_-NONE-,2/7/2023,SPE4A7
SPE4A723P6189,2/10/2023,WESTERN AERO SERVICES INC,12600,"8509694682!LOCK,TURBINE STATOR",SPE4A722T390K,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/10/2023,3/13/2023,2/28/2023,CONT_AWD_SPE4A723P6189_9700_-NONE-_-NONE-,2/10/2023,SPE4A7
SPE4A723P6388,2/16/2023,PARTS LIFE INC,5300,8509706585!GOVERNMENT FIRST ARTICLE TEST,SPE4A623Q0238,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,3,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/16/2023,2/21/2024,10/25/2024,CONT_AWD_SPE4A723P6388_9700_-NONE-_-NONE-,2/16/2023,SPE4A7
SPE4A723P6397,2/16/2023,JAMAICA BEARINGS CO. INC.,3473.19,"8509706746!SEAL,METALLIC,AIRCR",SPE4A723T7739,SIMPLIFIED ACQUISITION,NOT COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/16/2023,9/14/2023,8/9/2023,CONT_AWD_SPE4A723P6397_9700_-NONE-_-NONE-,2/16/2023,SPE4A7
SPE4A723P6520,2/23/2023,"UNION MACHINE CO OF LYNN, INC",85198.56,"8509714514!ROD, TURBINE EXHAUST",SPE4A722T461Z,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/23/2023,11/15/2024,12/2/2024,CONT_AWD_SPE4A723P6520_9700_-NONE-_-NONE-,2/23/2023,SPE4A7
SPE4A723P6547,2/21/2023,"ALAMO AIRCRAFT, LTD.",19293.75,8509715179!GUIDE BEARING SEAL,SPE4A722T555P,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,6,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/21/2023,3/23/2023,4/18/2023,CONT_AWD_SPE4A723P6547_9700_-NONE-_-NONE-,2/21/2023,SPE4A7
SPE4A723P6672,2/27/2023,"THERMAL STRUCTURES, INC",48298.12,"8509721059!INSULATION BLANKET,",SPE4A722T349L,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,2/27/2023,4/28/2023,6/4/2023,CONT_AWD_SPE4A723P6672_9700_-NONE-_-NONE-,2/27/2023,SPE4A7
SPE4A723P6996,3/1/2023,"ELECTRO-METHODS, L.P.",0,8509734374!SUPPORT ASSEMBLY,SPE4A722Q1400,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/1/2023,4/4/2024,7/7/2023,CONT_AWD_SPE4A723P6996_9700_-NONE-_-NONE-,3/1/2023,SPE4A7
SPE4A723P7148,3/7/2023,AEROSPACE INDUSTRIES LLC,6125,"8509740872!SUPPORT-CLIP,CABLE",SPE4A722T295D,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/7/2023,8/25/2023,11/3/2023,CONT_AWD_SPE4A723P7148_9700_-NONE-_-NONE-,3/7/2023,SPE4A7
SPE4A723P7222,3/22/2023,KAYDON RING & SEAL INC,11077.2,"8509743365!SEAL,METALLIC,AIRCR",SPE4A723T2728,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/22/2023,5/15/2024,5/10/2024,CONT_AWD_SPE4A723P7222_9700_-NONE-_-NONE-,3/22/2023,SPE4A7
SPE4A723P7225,3/13/2023,"AIRTRONICS, LLC",105066.72,"8509743461!VALVE ASSEMBLY, OIL",SPE4A723T2040,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,6,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/13/2023,9/26/2024,3/1/2024,CONT_AWD_SPE4A723P7225_9700_-NONE-_-NONE-,3/13/2023,SPE4A7
SPE4A723P7281,3/7/2023,AERO SPECIALTIES MANUFACTURING CORP.,34380,"8509746236!PLUG,TURBINE CASE,A",SPE4A723T9580,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,1,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/7/2023,7/25/2023,1/20/2024,CONT_AWD_SPE4A723P7281_9700_-NONE-_-NONE-,3/7/2023,SPE4A7
SPE4A723P7295,3/22/2023,"HOOSIER INDUSTRIAL SUPPLY, INC",17962.5,"8509746552!SEAL,METALLIC,AIRCR",SPE4A723T001D,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,5,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/22/2023,6/14/2024,3/22/2023,CONT_AWD_SPE4A723P7295_9700_-NONE-_-NONE-,3/22/2023,SPE4A7
SPE4A723P7310,3/9/2023,"CRESTWOOD TECHNOLOGY GROUP, LLC",13761.45,"8509746877!INSULATION BLANKET,",SPE4A723T3370,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,2,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/9/2023,5/30/2023,7/6/2023,CONT_AWD_SPE4A723P7310_9700_-NONE-_-NONE-,3/9/2023,SPE4A7
SPE4A723P7371,3/9/2023,"AIRTRONICS, LLC",180617.64,"8509749500!CLEVIS ASSEMBLY,FLA",SPE4A723Q0632,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/9/2023,7/15/2025,3/28/2024,CONT_AWD_SPE4A723P7371_9700_-NONE-_-NONE-,3/9/2023,SPE4A7
SPE4A723P7600,3/17/2023,"BETA ENGINEERING, INC.",10044,"8509760745!LINER, EXPANSION JOINT",SPE4A723T6598,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,4,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/17/2023,11/14/2025,3/26/2025,CONT_AWD_SPE4A723P7600_9700_-NONE-_-NONE-,3/17/2023,SPE4A7
SPE4A723P7625,3/20/2023,AVIARMS SUPPORT CORP,0,"8509761089!PLATE,MOUNTING,CASE",SPE4A721T076D,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,7,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/20/2023,5/19/2023,3/29/2023,CONT_AWD_SPE4A723P7625_9700_-NONE-_-NONE-,3/20/2023,SPE4A7
SPE4A723P7735,3/16/2023,"BETA ENGINEERING, INC.",6846,"8509768383!SPACER,FRONT COMPRE",SPE4A722T315D,SIMPLIFIED ACQUISITION,COMPETED UNDER SAP,7,FIRM FIXED PRICE,NO SET ASIDE USED.,DLA AVIATION,"2840 GAS TURBINES AND JET ENGINES, AIRCRAFT, PRIME MOVING; AND COMPONENTS",336412 AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Department of Defense,Defense Logistics Agency,PURCHASE ORDER,3/16/2023,8/23/2023,7/28/2023,CONT_AWD_SPE4A723P7735_9700_-NONE-_-NONE-,3/16/2023,SPE4A7
