Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,BSA,Budget SubActivity (BSA) Title,Budget Line Item,Budget Line Item (BLI) Title,Cost Type,Cost Type Title,FY 2024 Actuals Quantity,FY 2024 Actuals Amount,FY 2025 Enacted Quantity,FY 2025 Enacted Amount,FY 2026 Disc Request Quantity,FY 2026 Disc Request Amount,FY 2026 Reconciliation Request Quantity,FY 2026 Reconciliation Request Amount,FY 2026 Total Quantity,FY 2026 Total Amount
1507N,"Weapons Procurement, Navy",N,02,Other missiles,28,03,Modification of Missiles,2327,AARGM-ER,B,Less: Advance Procurement (PY),,,,"-33,273",,"-34,604",,,,"-34,604"
1507N,"Weapons Procurement, Navy",N,02,Other missiles,29,03,Modification of Missiles,2327,AARGM-ER,C,Advance Procurement (CY),,"33,273",,"34,604",,"24,284",,,,"24,284"
1507N,"Weapons Procurement, Navy",N,02,Other missiles,31,03,Modification of Missiles,2356,Standard Missiles Mods,A,Weapon System Cost,,"80,536",,"61,667",,"32,127",,,,"32,127"
1507N,"Weapons Procurement, Navy",N,02,Other missiles,32,04,Support Equipment & Facilities,2420,Weapons Industrial Facilities,A,Weapon System Cost,,"179,011",,"81,490",,"127,222",,,,"127,222"
1507N,"Weapons Procurement, Navy",N,02,Other missiles,36,05,Ordnance Support Equipment,2500,Ordnance Support Equipment,A,Weapon System Cost,,"168,654",,"351,488",,"37,059",,,,"37,059"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,39,01,Torpedoes and Related Equip,3113,SSTD,A,Weapon System Cost,,"4,830",,"4,317",,"4,789",,,,"4,789"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,40,01,Torpedoes and Related Equip,3117,MK-48 Torpedo,A,Weapon System Cost,74,"296,347",85,"352,047",,"7,081",63,"261,240",63,"268,321"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,42,01,Torpedoes and Related Equip,3141,ASW Targets,A,Weapon System Cost,,"24,817",,"30,476",,"38,386",,,,"38,386"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,43,02,Mod of Torpedoes and Related Equip,3215,MK-54 Torpedo Mods,A,Weapon System Cost,,"104,086",,"81,614",,"1,692",,"111,821",,"113,513"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,44,02,Mod of Torpedoes and Related Equip,3225,MK-48 Torpedo ADCAP Mods,A,Weapon System Cost,,"20,714",,"17,363",,"31,479",,,,"31,479"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,45,02,Mod of Torpedoes and Related Equip,3231,Maritime Mines,A,Weapon System Cost,,"58,731",,"100,065",,,,"179,351",,"179,351"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,46,03,Support Equipment,3301,Torpedo Support Equipment,A,Weapon System Cost,,"133,187",,"145,655",,"161,218",,,,"161,218"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,47,03,Support Equipment,3302,ASW Range Support,A,Weapon System Cost,,"4,146",,"4,039",,"4,328",,,,"4,328"
1507N,"Weapons Procurement, Navy",N,03,Torpedoes and related equipment,48,04,Destination Transportation,2410,First Destination Transportation,A,Weapon System Cost,,"5,811",,"5,669",,"5,346",,,,"5,346"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,51,01,Guns and Gun Mounts,4129,Small Arms and Weapons,A,Weapon System Cost,,"16,565",,"12,513",,"9,987",,,,"9,987"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,52,02,Modification of Guns and Gun Mounts,4205,CIWS Mods,A,Weapon System Cost,,"4,088",,"4,266",,"8,122",,,,"8,122"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,53,02,Modification of Guns and Gun Mounts,4206,Coast Guard Weapons,A,Weapon System Cost,,"55,172",,"54,794",,"44,455",,,,"44,455"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,54,02,Modification of Guns and Gun Mounts,4217,Gun Mount Mods,A,Weapon System Cost,,"95,282",,"82,246",,"83,969",,,,"83,969"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,55,02,Modification of Guns and Gun Mounts,4221,LCS Module Weapons,A,Weapon System Cost,18,"3,264",12,"2,463",10,"2,200",,,10,"2,200"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,56,02,Modification of Guns and Gun Mounts,4225,Airborne Mine Neutralization Systems,A,Weapon System Cost,,"14,357",,"11,635",,"14,413",,,,"14,413"
1507N,"Weapons Procurement, Navy",N,04,Other weapons,57,04,Other,4500,Cancelled Account Adjustments,A,Weapon System Cost,,74,,,,,,,,
1507N,"Weapons Procurement, Navy",N,06,Spares and repair parts,61,01,Spares and Repair Parts,6120,Spares and Repair Parts,A,Weapon System Cost,,"177,819",,"240,697",,"202,425",,,,"202,425"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",1,01,Navy Ammunition,0145,General Purpose Bombs,A,Weapon System Cost,,"42,360",,"23,327",,"30,915",,,,"30,915"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",2,01,Navy Ammunition,0148,JDAM,A,Weapon System Cost,"1,001","94,874","1,460","51,229",798,"61,119",,,798,"61,119"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",3,01,Navy Ammunition,0151,"Airborne Rockets, All Types",A,Weapon System Cost,,"84,246",,"57,179",,"87,797",,,,"87,797"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",4,01,Navy Ammunition,0155,Machine Gun Ammunition,A,Weapon System Cost,,"11,862",,"11,331",,"17,645",,,,"17,645"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",5,01,Navy Ammunition,0160,Practice Bombs,A,Weapon System Cost,,"44,524",,"33,964",,"45,049",,,,"45,049"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",6,01,Navy Ammunition,0180,Cartridges & Cart Actuated Devices,A,Weapon System Cost,,"72,426",,"73,782",,"74,535",,,,"74,535"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",7,01,Navy Ammunition,0182,Air Expendable Countermeasures,A,Weapon System Cost,,"105,358",,"66,361",,"98,437",,,,"98,437"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",8,01,Navy Ammunition,0194,JATOS,A,Weapon System Cost,,"7,433",,"7,407",,"6,373",,,,"6,373"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",9,01,Navy Ammunition,0250,5 Inch/54 Gun Ammunition,A,Weapon System Cost,,"35,571",,"19,990",,"24,864",,,,"24,864"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",10,01,Navy Ammunition,0266,Intermediate Caliber Gun Ammunition,A,Weapon System Cost,,"27,870",,"34,177",,"40,175",,,,"40,175"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",11,01,Navy Ammunition,0270,Other Ship Gun Ammunition,A,Weapon System Cost,,"39,595",,"35,268",,"43,763",,,,"43,763"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",12,01,Navy Ammunition,0335,Small Arms & Landing Party Ammo,A,Weapon System Cost,,"64,111",,"44,562",,"49,493",,,,"49,493"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",13,01,Navy Ammunition,0340,Pyrotechnic and Demolition,A,Weapon System Cost,,"9,809",,"9,703",,"9,644",,,,"9,644"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",15,01,Navy Ammunition,0400,Ammunition Less Than $5 Million,A,Weapon System Cost,,"1,679",,"1,703",,"1,723",,,,"1,723"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,01,"Procurement of Ammunition, Navy",16,01,Navy Ammunition,1776,Expeditionary Loitering Munitions,A,Weapon System Cost,,"249,575",,"588,005",,,,"125,000",,"125,000"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",18,01,Marine Corps Ammunition,1085,Mortars,A,Weapon System Cost,,"54,851",,"123,474",,"141,135",,,,"141,135"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",19,01,Marine Corps Ammunition,1125,Direct Support Munitions,A,Weapon System Cost,,"136,612",,"31,737",,"26,729",,,,"26,729"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",20,01,Marine Corps Ammunition,1350,Infantry Weapons Ammunition,A,Weapon System Cost,,"285,971",,"261,061",,"180,867",,,,"180,867"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",21,01,Marine Corps Ammunition,1550,Combat Support Munitions,A,Weapon System Cost,,"19,751",,"21,726",,"12,936",,,,"12,936"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",22,01,Marine Corps Ammunition,1630,Ammo Modernization,A,Weapon System Cost,,"17,617",,"18,211",,"18,467",,,,"18,467"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",23,01,Marine Corps Ammunition,1650,Artillery Munitions,A,Weapon System Cost,,"638,050",,"79,222",,"147,473",,,,"147,473"
1508N,"Procurement of Ammunition, Navy and Marine Corps",N,02,"Ammunition, Marine Corps",24,01,Marine Corps Ammunition,1660,Items Less Than $5 Million,A,Weapon System Cost,,"6,408",,"5,165",,"15,891",,,,"15,891"
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,A,Weapon System Cost,,,,,1,"10,543,724",,,1,"10,543,724"
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,B,Less: Advance Procurement (PY),,,,,,"-3,486,442",,,,"-3,486,442"
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,E,Less: Subsequent Full Funding (FY),,,,,,"-3,128,454",,,,"-3,128,454"
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,1,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,L,Subsequent Full Funding for FY 2024,,,,"3,364,835",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,01,Fleet ballistic missile ships,2,01,Fleet Ballistic Missile Ships,1045,COLUMBIA Class Submarine,C,Advance Procurement (CY),,,,"6,215,939",,"5,065,766",,"1,925,892",,"6,991,658"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,5,01,Other Warships,2001,Carrier Replacement Program,L,Subsequent Full Funding for FY 2018,,"1,104,421",,"1,123,124",,"1,046,700",,,,"1,046,700"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,5,01,Other Warships,2001,Carrier Replacement Program,N,Completion PY Shipbuild for FY 2013,,"624,600",,"236,000",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,6,01,Other Warships,2001,Carrier Replacement Program,C,Advance Procurement (CY),,,,,,"612,038",,,,"612,038"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,7,01,Other Warships,2004,CVN-81,L,Subsequent Full Funding for FY 2020,,"800,492",,"674,930",,"1,622,935",,,,"1,622,935"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,A,Weapon System Cost,2,"9,427,643",1,"9,500,534",1,"3,465,509",1,"6,518,600",2,"9,984,109"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,B,Less: Advance Procurement (PY),,"-2,297,678",,"-2,143,630",,"-2,648,804",,,,"-2,648,804"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,L,Subsequent Full Funding for FY 2024,,,,"1,950,000",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2015,,"43,419",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2016,,"100,115",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2017,,"24,646",,"219,370",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,8,01,Other Warships,2013,Virginia Class Submarine,N,Completion PY Shipbuild for FY 2018,,,,"73,634",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,9,01,Other Warships,2013,Virginia Class Submarine,C,Advance Procurement (CY),,"3,358,782",,"3,720,303",,"3,126,816",,"615,908",,"3,742,724"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,A,Weapon System Cost,,,1,"6,271,049",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,B,Less: Advance Procurement (PY),,,,"-1,201,073",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,E,Less: Subsequent Full Funding (FY),,,,"-4,258,833",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,L,Subsequent Full Funding for FY 2025,,,,,,"1,779,011",,,,"1,779,011"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,10,01,Other Warships,2086,CVN Refueling Overhauls,N,Completion PY Shipbuild for FY 2020,,"42,422",,"669,171",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,11,01,Other Warships,2086,CVN Refueling Overhauls,C,Advance Procurement (CY),,"488,446",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,12,01,Other Warships,2119,DDG 1000,A,Weapon System Cost,,"392,892",,"61,100",,"52,358",,,,"52,358"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,A,Weapon System Cost,2,"5,492,330",3,"7,858,814",,"306,125",2,"5,400,000",2,"5,706,125"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,B,Less: Advance Procurement (PY),,"-233,588",,"-1,590,295",,"-295,352",,,,"-295,352"
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,E,Less: Subsequent Full Funding (FY),,"-759,563",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,L,Subsequent Full Funding for FY 2023,,,,"923,808",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,L,Subsequent Full Funding for FY 2024,,,,"759,563",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2016,,"104,090",,"10,509",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2017,,"121,827",,"115,600",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,13,01,Other Warships,2122,DDG-51,N,Completion PY Shipbuild for FY 2018,,,,"107,405",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,14,01,Other Warships,2122,DDG-51,C,Advance Procurement (CY),,"1,641,335",,"83,224",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2017,,,,"8,100",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2018,,,,"12,000",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,15,01,Other Warships,2127,Littoral Combat Ship,N,Completion PY Shipbuild for FY 2019,,"23,000",,"27,900",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,A,Weapon System Cost,2,"2,515,820",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,E,Less: Subsequent Full Funding (FY),,"-233,200",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,G,Less: Future Completion of Shipbuilding (FY),,"-98,759",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,L,Subsequent Full Funding for FY 2024,,,,"233,200",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,N,Completion PY Shipbuild for FY 2020,,,,"105,413",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,N,Completion PY Shipbuild for FY 2021,,,,"76,580",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,N,Completion PY Shipbuild for FY 2022,,,,"64,940",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,N,Completion PY Shipbuild for FY 2023,,,,"54,308",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,02,Other warships,16,01,Other Warships,2128,FFG-Frigate,N,Completion PY Shipbuild for FY 2024,,,,"98,759",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,19,01,Amphibious Ships,3010,LPD Flight II,A,Weapon System Cost,,,1,"2,062,963",,,1,"2,129,963",1,"2,129,963"
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,19,01,Amphibious Ships,3010,LPD Flight II,B,Less: Advance Procurement (PY),,,,"-501,000",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,19,01,Amphibious Ships,3010,LPD Flight II,L,Subsequent Full Funding for FY 2025,,,,,,,,"195,037",,"195,037"
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,19,01,Amphibious Ships,3010,LPD Flight II,N,Completion PY Shipbuild for FY 2018,,,,"19,158",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,20,01,Amphibious Ships,3010,LPD Flight II,C,Advance Procurement (CY),,"500,000",,,,,,"275,000",,"275,000"
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,21,01,Amphibious Ships,3036,LPD-17,N,Completion PY Shipbuild for FY 2017,,"16,520",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,24,01,Amphibious Ships,3041,LHA Replacement,A,Weapon System Cost,,,,,,,1,"3,895,000",1,"3,895,000"
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,24,01,Amphibious Ships,3041,LHA Replacement,L,Subsequent Full Funding for FY 2023,,"1,830,149",,,,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,24,01,Amphibious Ships,3041,LHA Replacement,N,Completion PY Shipbuild for FY 2017,,,,"115,397",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,25,01,Amphibious Ships,3041,LHA Replacement,C,Advance Procurement (CY),,,,"61,118",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,03,Amphibious ships,27,01,Amphibious Ships,3050,Medium Landing Ship,A,Weapon System Cost,,,,"29,668",,,9,"1,963,941",9,"1,963,941"
1611N,"Shipbuilding and Conversion, Navy",N,05,"Auxiliaries, craft, and prior-year program costs",31,01,"Auxiliaries, Craft and Prior Yr Program Cost",5025,TAO Fleet Oiler,A,Weapon System Cost,1,"815,420",,,,"8,346",2,"1,853,359",2,"1,861,705"
1611N,"Shipbuilding and Conversion, Navy",N,05,"Auxiliaries, craft, and prior-year program costs",31,01,"Auxiliaries, Craft and Prior Yr Program Cost",5025,TAO Fleet Oiler,N,Completion PY Shipbuild for FY 2019,,"27,060",,"49,995",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,05,"Auxiliaries, craft, and prior-year program costs",31,01,"Auxiliaries, Craft and Prior Yr Program Cost",5025,TAO Fleet Oiler,N,Completion PY Shipbuild for FY 2020,,"93,250",,"151,837",,,,,,
1611N,"Shipbuilding and Conversion, Navy",N,05,"Auxiliaries, craft, and prior-year program costs",31,01,"Auxiliaries, Craft and Prior Yr Program Cost",5025,TAO Fleet Oiler,N,Completion PY Shipbuild for FY 2022,,"2,585",,"13,222",,,,,,
